seed,folder,d,step,mem
43,d100,100,350000,
43,d100,100,360000,
43,d100,100,370000,
43,d100,100,380000,
43,d100,100,390000,
43,d100,100,400000,0.019200000911951065
43,d100,100,410000,
43,d100,100,420000,
43,d100,100,430000,
43,d100,100,440000,
43,d100,100,450000,
43,d100,100,460000,
43,d100,100,470000,
43,d100,100,480000,
43,d100,100,490000,
43,d100,100,500000,0.03519999980926514
43,d100,100,510000,
43,d100,100,520000,
43,d100,100,530000,
43,d100,100,540000,
43,d100,100,550000,
43,d100,100,560000,
43,d100,100,570000,
43,d100,100,580000,
43,d100,100,590000,
43,d100,100,600000,0.046799998730421066
43,d100,100,610000,
43,d100,100,620000,
43,d100,100,630000,
43,d100,100,640000,
43,d100,100,650000,
43,d100,100,660000,
43,d100,100,670000,
43,d100,100,680000,
43,d100,100,690000,
43,d100,100,700000,0.0575999990105629
43,d100,100,710000,
43,d100,100,720000,
43,d100,100,730000,
43,d100,100,740000,
43,d100,100,750000,
43,d100,100,760000,
43,d100,100,770000,
43,d100,100,780000,
43,d100,100,790000,
43,d100,100,800000,0.06880000233650208
43,d100,100,810000,
43,d100,100,820000,
43,d100,100,830000,
43,d100,100,840000,
43,d100,100,850000,
43,d100,100,860000,
43,d100,100,870000,
43,d100,100,880000,
43,d100,100,890000,
43,d100,100,900000,0.08630000054836273
43,d100,100,910000,
43,d100,100,920000,
43,d100,100,930000,
43,d100,100,940000,
43,d100,100,950000,
43,d100,100,960000,
43,d100,100,970000,
43,d100,100,980000,
43,d100,100,990000,
43,d100,100,1000000,0.08860000222921371
43,d100,100,1010000,
43,d100,100,1020000,
43,d100,100,1030000,
43,d100,100,1040000,
43,d100,100,1050000,
43,d100,100,1060000,
43,d100,100,1070000,
43,d100,100,1080000,
43,d100,100,1090000,
43,d100,100,1100000,0.11050000041723251
43,d100,100,1110000,
43,d100,100,1120000,
43,d100,100,1130000,
43,d100,100,1140000,
43,d100,100,1150000,
43,d100,100,1160000,
43,d100,100,1170000,
43,d100,100,1180000,
43,d100,100,1190000,
43,d100,100,1200000,0.1256999969482422
43,d100,100,1210000,
43,d100,100,1220000,
43,d100,100,1230000,
43,d100,100,1240000,
43,d100,100,1250000,
43,d100,100,1260000,
43,d100,100,1270000,
43,d100,100,1280000,
43,d100,100,1290000,
43,d100,100,1300000,0.14339999854564667
43,d100,100,1310000,
43,d100,100,1320000,
43,d100,100,1330000,
43,d100,100,1340000,
43,d100,100,1350000,
43,d100,100,1360000,
43,d100,100,1370000,
43,d100,100,1380000,
43,d100,100,1390000,
43,d100,100,1400000,0.16349999606609344
43,d100,100,1410000,
43,d100,100,1420000,
43,d100,100,1430000,
43,d100,100,1440000,
43,d100,100,1450000,
43,d100,100,1460000,
43,d100,100,1470000,
43,d100,100,1480000,
43,d100,100,1490000,
43,d100,100,1500000,0.18039999902248383
43,d100,100,1510000,
43,d100,100,1520000,
43,d100,100,1530000,
43,d100,100,1540000,
43,d100,100,1550000,
43,d100,100,1560000,
43,d100,100,1570000,
43,d100,100,1580000,
43,d100,100,1590000,
43,d100,100,1600000,0.20669999718666077
43,d100,100,1610000,
43,d100,100,1620000,
43,d100,100,1630000,
43,d100,100,1640000,
43,d100,100,1650000,
43,d100,100,1660000,
43,d100,100,1670000,
43,d100,100,1680000,
43,d100,100,1690000,
43,d100,100,1700000,0.24060000479221344
43,d100,100,1710000,
43,d100,100,1720000,
43,d100,100,1730000,
43,d100,100,1740000,
43,d100,100,1750000,
43,d100,100,1760000,
43,d100,100,1770000,
43,d100,100,1780000,
43,d100,100,1790000,
43,d100,100,1800000,0.26820001006126404
43,d100,100,1810000,
43,d100,100,1820000,
43,d100,100,1830000,
43,d100,100,1840000,
43,d100,100,1850000,
43,d100,100,1860000,
43,d100,100,1870000,
43,d100,100,1880000,
43,d100,100,1890000,
43,d100,100,1900000,0.2888999879360199
43,d100,100,1910000,
43,d100,100,1920000,
43,d100,100,1930000,
43,d100,100,1940000,
43,d100,100,1950000,
43,d100,100,1960000,
43,d100,100,1970000,
43,d100,100,1980000,
43,d100,100,1990000,
43,d100,100,2000000,0.30820000171661377
43,d100,100,2010000,
43,d100,100,2020000,
43,d100,100,2030000,
43,d100,100,2040000,
43,d100,100,2050000,
43,d100,100,2060000,
43,d100,100,2070000,
43,d100,100,2080000,
43,d100,100,2090000,
43,d100,100,2100000,0.3472000062465668
43,d100,100,2110000,
43,d100,100,2120000,
43,d100,100,2130000,
43,d100,100,2140000,
43,d100,100,2150000,
43,d100,100,2160000,
43,d100,100,2170000,
43,d100,100,2180000,
43,d100,100,2190000,
43,d100,100,2200000,0.3628000020980835
43,d100,100,2210000,
43,d100,100,2220000,
43,d100,100,2230000,
43,d100,100,2240000,
43,d100,100,2250000,
43,d100,100,2260000,
43,d100,100,2270000,
43,d100,100,2280000,
43,d100,100,2290000,
43,d100,100,2300000,0.3718000054359436
43,d100,100,2310000,
43,d100,100,2320000,
43,d100,100,2330000,
43,d100,100,2340000,
43,d100,100,2350000,
43,d100,100,2360000,
43,d100,100,2370000,
43,d100,100,2380000,
43,d100,100,2390000,
43,d100,100,2400000,0.4124999940395355
43,d100,100,2410000,
43,d100,100,2420000,
43,d100,100,2430000,
43,d100,100,2440000,
43,d100,100,2450000,
43,d100,100,2460000,
43,d100,100,2470000,
43,d100,100,2480000,
43,d100,100,2490000,
43,d100,100,2500000,0.4133000075817108
43,d100,100,2510000,
43,d100,100,2520000,
43,d100,100,2530000,
43,d100,100,2540000,
43,d100,100,2550000,
43,d100,100,2560000,
43,d100,100,2570000,
43,d100,100,2580000,
43,d100,100,2590000,
43,d100,100,2600000,0.43709999322891235
43,d100,100,2610000,
43,d100,100,2620000,
43,d100,100,2630000,
43,d100,100,2640000,
43,d100,100,2650000,
43,d100,100,2660000,
43,d100,100,2670000,
43,d100,100,2680000,
43,d100,100,2690000,
43,d100,100,2700000,0.46320000290870667
43,d100,100,2710000,
43,d100,100,2720000,
43,d100,100,2730000,
43,d100,100,2740000,
43,d100,100,2750000,
43,d100,100,2760000,
43,d100,100,2770000,
43,d100,100,2780000,
43,d100,100,2790000,
43,d100,100,2800000,0.48170000314712524
43,d100,100,2810000,
43,d100,100,2820000,
43,d100,100,2830000,
43,d100,100,2840000,
43,d100,100,2850000,
43,d100,100,2860000,
43,d100,100,2870000,
43,d100,100,2880000,
43,d100,100,2890000,
43,d100,100,2900000,0.4918999969959259
43,d100,100,2910000,
43,d100,100,2920000,
43,d100,100,2930000,
43,d100,100,2940000,
43,d100,100,2950000,
43,d100,100,2960000,
43,d100,100,2970000,
43,d100,100,2980000,
43,d100,100,2990000,
43,d100,100,3000000,0.49309998750686646
43,d100,100,3010000,
43,d100,100,3020000,
43,d100,100,3030000,
43,d100,100,3040000,
43,d100,100,3050000,
43,d100,100,3060000,
43,d100,100,3070000,
43,d100,100,3080000,
43,d100,100,3090000,
43,d100,100,3100000,0.5091999769210815
43,d100,100,3110000,
43,d100,100,3120000,
43,d100,100,3130000,
43,d100,100,3140000,
43,d100,100,3150000,
43,d100,100,3160000,
43,d100,100,3170000,
43,d100,100,3180000,
43,d100,100,3190000,
43,d100,100,3200000,0.5235999822616577
43,d100,100,3210000,
43,d100,100,3220000,
43,d100,100,3230000,
43,d100,100,3240000,
43,d100,100,3250000,
43,d100,100,3260000,
43,d100,100,3270000,
43,d100,100,3280000,
43,d100,100,3290000,
43,d100,100,3300000,0.5273000001907349
43,d100,100,3310000,
43,d100,100,3320000,
43,d100,100,3330000,
43,d100,100,3340000,
43,d100,100,3350000,
43,d100,100,3360000,
43,d100,100,3370000,
43,d100,100,3380000,
43,d100,100,3390000,
43,d100,100,3400000,0.5443000197410583
43,d100,100,3410000,
43,d100,100,3420000,
43,d100,100,3430000,
43,d100,100,3440000,
43,d100,100,3450000,
43,d100,100,3460000,
43,d100,100,3470000,
43,d100,100,3480000,
43,d100,100,3490000,
43,d100,100,3500000,0.5170000195503235
43,d100,100,3510000,
43,d100,100,3520000,
43,d100,100,3530000,
43,d100,100,3540000,
43,d100,100,3550000,
43,d100,100,3560000,
43,d100,100,3570000,
43,d100,100,3580000,
43,d100,100,3590000,
43,d100,100,3600000,0.5659999847412109
43,d100,100,3610000,
43,d100,100,3620000,
43,d100,100,3630000,
43,d100,100,3640000,
43,d100,100,3650000,
43,d100,100,3660000,
43,d100,100,3670000,
43,d100,100,3680000,
43,d100,100,3690000,
43,d100,100,3700000,0.5593000054359436
43,d100,100,3710000,
43,d100,100,3720000,
43,d100,100,3730000,
43,d100,100,3740000,
43,d100,100,3750000,
43,d100,100,3760000,
43,d100,100,3770000,
43,d100,100,3780000,
43,d100,100,3790000,
43,d100,100,3800000,0.5663999915122986
43,d100,100,3810000,
43,d100,100,3820000,
43,d100,100,3830000,
43,d100,100,3840000,
43,d100,100,3850000,
43,d100,100,3860000,
43,d100,100,3870000,
43,d100,100,3880000,
43,d100,100,3890000,
43,d100,100,3900000,0.5629000067710876
43,d100,100,3910000,
43,d100,100,3920000,
43,d100,100,3930000,
43,d100,100,3940000,
43,d100,100,3950000,
43,d100,100,3960000,
43,d100,100,3970000,
43,d100,100,3980000,
43,d100,100,3990000,
43,d100,100,4000000,0.5734000205993652
43,d100,100,4010000,
43,d100,100,4020000,
43,d100,100,4030000,
43,d100,100,4040000,
43,d100,100,4050000,
43,d100,100,4060000,
43,d100,100,4070000,
43,d100,100,4080000,
43,d100,100,4090000,
43,d100,100,4100000,0.5737000107765198
43,d100,100,4110000,
43,d100,100,4120000,
43,d100,100,4130000,
43,d100,100,4140000,
43,d100,100,4150000,
43,d100,100,4160000,
43,d100,100,4170000,
43,d100,100,4180000,
43,d100,100,4190000,
43,d100,100,4200000,0.5834000110626221
43,d100,100,4210000,
43,d100,100,4220000,
43,d100,100,4230000,
43,d100,100,4240000,
43,d100,100,4250000,
43,d100,100,4260000,
43,d100,100,4270000,
43,d100,100,4280000,
43,d100,100,4290000,
43,d100,100,4300000,0.5835999846458435
43,d100,100,4310000,
43,d100,100,4320000,
43,d100,100,4330000,
43,d100,100,4340000,
43,d100,100,4350000,
43,d100,100,4360000,
43,d100,100,4370000,
43,d100,100,4380000,
43,d100,100,4390000,
43,d100,100,4400000,0.5834000110626221
43,d100,100,4410000,
43,d100,100,4420000,
43,d100,100,4430000,
43,d100,100,4440000,
43,d100,100,4450000,
43,d100,100,4460000,
43,d100,100,4470000,
43,d100,100,4480000,
43,d100,100,4490000,
43,d100,100,4500000,0.585099995136261
43,d100,100,4510000,
43,d100,100,4520000,
43,d100,100,4530000,
43,d100,100,4540000,
43,d100,100,4550000,
43,d100,100,4560000,
43,d100,100,4570000,
43,d100,100,4580000,
43,d100,100,4590000,
43,d100,100,4600000,0.593500018119812
43,d100,100,4610000,
43,d100,100,4620000,
43,d100,100,4630000,
43,d100,100,4640000,
43,d100,100,4650000,
43,d100,100,4660000,
43,d100,100,4670000,
43,d100,100,4680000,
43,d100,100,4690000,
43,d100,100,4700000,0.6021000146865845
43,d100,100,4710000,
43,d100,100,4720000,
43,d100,100,4730000,
43,d100,100,4740000,
43,d100,100,4750000,
43,d100,100,4760000,
43,d100,100,4770000,
43,d100,100,4780000,
43,d100,100,4790000,
43,d100,100,4800000,0.6222000122070312
43,d100,100,4810000,
43,d100,100,4820000,
43,d100,100,4830000,
43,d100,100,4840000,
43,d100,100,4850000,
43,d100,100,4860000,
43,d100,100,4870000,
43,d100,100,4880000,
43,d100,100,4890000,
43,d100,100,4900000,0.6107000112533569
43,d100,100,4910000,
43,d100,100,4920000,
43,d100,100,4930000,
43,d100,100,4940000,
43,d100,100,4950000,
43,d100,100,4960000,
43,d100,100,4970000,
43,d100,100,4980000,
43,d100,100,4990000,
43,d100,100,5000000,0.6080999970436096
44,d100,100,1,0.0
44,d100,100,10000,
44,d100,100,20000,
44,d100,100,30000,
44,d100,100,40000,
44,d100,100,50000,
44,d100,100,60000,
44,d100,100,70000,
44,d100,100,80000,
44,d100,100,90000,
44,d100,100,100000,9.999999747378752e-05
44,d100,100,110000,
44,d100,100,120000,
44,d100,100,130000,
44,d100,100,140000,
44,d100,100,150000,
44,d100,100,160000,
44,d100,100,170000,
44,d100,100,180000,
44,d100,100,190000,
44,d100,100,200000,0.004000000189989805
44,d100,100,210000,
44,d100,100,220000,
44,d100,100,230000,
44,d100,100,240000,
44,d100,100,250000,
44,d100,100,260000,
44,d100,100,270000,
44,d100,100,280000,
44,d100,100,290000,
44,d100,100,300000,0.010099999606609344
44,d100,100,310000,
44,d100,100,320000,
44,d100,100,330000,
44,d100,100,340000,
44,d100,100,350000,
44,d100,100,360000,
44,d100,100,370000,
44,d100,100,380000,
44,d100,100,390000,
44,d100,100,400000,0.016599999740719795
44,d100,100,410000,
44,d100,100,420000,
44,d100,100,430000,
44,d100,100,440000,
44,d100,100,450000,
44,d100,100,460000,
44,d100,100,470000,
44,d100,100,480000,
44,d100,100,490000,
44,d100,100,500000,0.027699999511241913
44,d100,100,510000,
44,d100,100,520000,
44,d100,100,530000,
44,d100,100,540000,
44,d100,100,550000,
44,d100,100,560000,
44,d100,100,570000,
44,d100,100,580000,
44,d100,100,590000,
44,d100,100,600000,0.035999998450279236
44,d100,100,610000,
44,d100,100,620000,
44,d100,100,630000,
44,d100,100,640000,
44,d100,100,650000,
44,d100,100,660000,
44,d100,100,670000,
44,d100,100,680000,
44,d100,100,690000,
44,d100,100,700000,0.048500001430511475
44,d100,100,710000,
44,d100,100,720000,
44,d100,100,730000,
44,d100,100,740000,
44,d100,100,750000,
44,d100,100,760000,
44,d100,100,770000,
44,d100,100,780000,
44,d100,100,790000,
44,d100,100,800000,0.05889999866485596
44,d100,100,810000,
44,d100,100,820000,
44,d100,100,830000,
44,d100,100,840000,
44,d100,100,850000,
44,d100,100,860000,
44,d100,100,870000,
44,d100,100,880000,
44,d100,100,890000,
44,d100,100,900000,0.08269999921321869
44,d100,100,910000,
44,d100,100,920000,
44,d100,100,930000,
44,d100,100,940000,
44,d100,100,950000,
44,d100,100,960000,
44,d100,100,970000,
44,d100,100,980000,
44,d100,100,990000,
44,d100,100,1000000,0.09229999780654907
44,d100,100,1010000,
44,d100,100,1020000,
44,d100,100,1030000,
44,d100,100,1040000,
44,d100,100,1050000,
44,d100,100,1060000,
44,d100,100,1070000,
44,d100,100,1080000,
44,d100,100,1090000,
44,d100,100,1100000,0.11630000174045563
44,d100,100,1110000,
44,d100,100,1120000,
44,d100,100,1130000,
44,d100,100,1140000,
44,d100,100,1150000,
44,d100,100,1160000,
44,d100,100,1170000,
44,d100,100,1180000,
44,d100,100,1190000,
44,d100,100,1200000,0.13459999859333038
44,d100,100,1210000,
44,d100,100,1220000,
44,d100,100,1230000,
44,d100,100,1240000,
44,d100,100,1250000,
44,d100,100,1260000,
44,d100,100,1270000,
44,d100,100,1280000,
44,d100,100,1290000,
44,d100,100,1300000,0.14730000495910645
44,d100,100,1310000,
44,d100,100,1320000,
44,d100,100,1330000,
44,d100,100,1340000,
44,d100,100,1350000,
44,d100,100,1360000,
44,d100,100,1370000,
44,d100,100,1380000,
44,d100,100,1390000,
44,d100,100,1400000,0.18209999799728394
44,d100,100,1410000,
44,d100,100,1420000,
44,d100,100,1430000,
44,d100,100,1440000,
44,d100,100,1450000,
44,d100,100,1460000,
44,d100,100,1470000,
44,d100,100,1480000,
44,d100,100,1490000,
44,d100,100,1500000,0.18479999899864197
44,d100,100,1510000,
44,d100,100,1520000,
44,d100,100,1530000,
44,d100,100,1540000,
44,d100,100,1550000,
44,d100,100,1560000,
44,d100,100,1570000,
44,d100,100,1580000,
44,d100,100,1590000,
44,d100,100,1600000,0.22709999978542328
44,d100,100,1610000,
44,d100,100,1620000,
44,d100,100,1630000,
44,d100,100,1640000,
44,d100,100,1650000,
44,d100,100,1660000,
44,d100,100,1670000,
44,d100,100,1680000,
44,d100,100,1690000,
44,d100,100,1700000,0.2524999976158142
44,d100,100,1710000,
44,d100,100,1720000,
44,d100,100,1730000,
44,d100,100,1740000,
44,d100,100,1750000,
44,d100,100,1760000,
44,d100,100,1770000,
44,d100,100,1780000,
44,d100,100,1790000,
44,d100,100,1800000,0.2678999900817871
44,d100,100,1810000,
44,d100,100,1820000,
44,d100,100,1830000,
44,d100,100,1840000,
44,d100,100,1850000,
44,d100,100,1860000,
44,d100,100,1870000,
44,d100,100,1880000,
44,d100,100,1890000,
44,d100,100,1900000,0.30730000138282776
44,d100,100,1910000,
44,d100,100,1920000,
44,d100,100,1930000,
44,d100,100,1940000,
44,d100,100,1950000,
44,d100,100,1960000,
44,d100,100,1970000,
44,d100,100,1980000,
44,d100,100,1990000,
44,d100,100,2000000,0.32109999656677246
44,d100,100,2010000,
44,d100,100,2020000,
44,d100,100,2030000,
44,d100,100,2040000,
44,d100,100,2050000,
44,d100,100,2060000,
44,d100,100,2070000,
44,d100,100,2080000,
44,d100,100,2090000,
44,d100,100,2100000,0.35109999775886536
44,d100,100,2110000,
44,d100,100,2120000,
44,d100,100,2130000,
44,d100,100,2140000,
44,d100,100,2150000,
44,d100,100,2160000,
44,d100,100,2170000,
44,d100,100,2180000,
44,d100,100,2190000,
44,d100,100,2200000,0.3774999976158142
44,d100,100,2210000,
44,d100,100,2220000,
44,d100,100,2230000,
44,d100,100,2240000,
44,d100,100,2250000,
44,d100,100,2260000,
44,d100,100,2270000,
44,d100,100,2280000,
44,d100,100,2290000,
44,d100,100,2300000,0.3801000118255615
44,d100,100,2310000,
44,d100,100,2320000,
44,d100,100,2330000,
44,d100,100,2340000,
44,d100,100,2350000,
44,d100,100,2360000,
44,d100,100,2370000,
44,d100,100,2380000,
44,d100,100,2390000,
44,d100,100,2400000,0.4016000032424927
44,d100,100,2410000,
44,d100,100,2420000,
44,d100,100,2430000,
44,d100,100,2440000,
44,d100,100,2450000,
44,d100,100,2460000,
44,d100,100,2470000,
44,d100,100,2480000,
44,d100,100,2490000,
44,d100,100,2500000,0.42309999465942383
44,d100,100,2510000,
44,d100,100,2520000,
44,d100,100,2530000,
44,d100,100,2540000,
44,d100,100,2550000,
44,d100,100,2560000,
44,d100,100,2570000,
44,d100,100,2580000,
44,d100,100,2590000,
44,d100,100,2600000,0.4472000002861023
44,d100,100,2610000,
44,d100,100,2620000,
44,d100,100,2630000,
44,d100,100,2640000,
44,d100,100,2650000,
44,d100,100,2660000,
44,d100,100,2670000,
44,d100,100,2680000,
44,d100,100,2690000,
44,d100,100,2700000,0.44449999928474426
44,d100,100,2710000,
44,d100,100,2720000,
44,d100,100,2730000,
44,d100,100,2740000,
44,d100,100,2750000,
44,d100,100,2760000,
44,d100,100,2770000,
44,d100,100,2780000,
44,d100,100,2790000,
44,d100,100,2800000,0.4578999876976013
44,d100,100,2810000,
44,d100,100,2820000,
44,d100,100,2830000,
44,d100,100,2840000,
44,d100,100,2850000,
44,d100,100,2860000,
44,d100,100,2870000,
44,d100,100,2880000,
44,d100,100,2890000,
44,d100,100,2900000,0.4846000075340271
44,d100,100,2910000,
44,d100,100,2920000,
44,d100,100,2930000,
44,d100,100,2940000,
44,d100,100,2950000,
44,d100,100,2960000,
44,d100,100,2970000,
44,d100,100,2980000,
44,d100,100,2990000,
44,d100,100,3000000,0.4918000102043152
44,d100,100,3010000,
44,d100,100,3020000,
44,d100,100,3030000,
44,d100,100,3040000,
44,d100,100,3050000,
44,d100,100,3060000,
44,d100,100,3070000,
44,d100,100,3080000,
44,d100,100,3090000,
44,d100,100,3100000,0.5098000168800354
44,d100,100,3110000,
44,d100,100,3120000,
44,d100,100,3130000,
44,d100,100,3140000,
44,d100,100,3150000,
44,d100,100,3160000,
44,d100,100,3170000,
44,d100,100,3180000,
44,d100,100,3190000,
44,d100,100,3200000,0.5085999965667725
44,d100,100,3210000,
44,d100,100,3220000,
44,d100,100,3230000,
44,d100,100,3240000,
44,d100,100,3250000,
44,d100,100,3260000,
44,d100,100,3270000,
44,d100,100,3280000,
44,d100,100,3290000,
44,d100,100,3300000,0.5389000177383423
44,d100,100,3310000,
44,d100,100,3320000,
44,d100,100,3330000,
44,d100,100,3340000,
44,d100,100,3350000,
44,d100,100,3360000,
44,d100,100,3370000,
44,d100,100,3380000,
44,d100,100,3390000,
44,d100,100,3400000,0.5212000012397766
44,d100,100,3410000,
44,d100,100,3420000,
44,d100,100,3430000,
44,d100,100,3440000,
44,d100,100,3450000,
44,d100,100,3460000,
44,d100,100,3470000,
44,d100,100,3480000,
44,d100,100,3490000,
44,d100,100,3500000,0.5263000130653381
44,d100,100,3510000,
44,d100,100,3520000,
44,d100,100,3530000,
44,d100,100,3540000,
44,d100,100,3550000,
44,d100,100,3560000,
44,d100,100,3570000,
44,d100,100,3580000,
44,d100,100,3590000,
44,d100,100,3600000,0.5328999757766724
44,d100,100,3610000,
44,d100,100,3620000,
44,d100,100,3630000,
44,d100,100,3640000,
44,d100,100,3650000,
44,d100,100,3660000,
44,d100,100,3670000,
44,d100,100,3680000,
44,d100,100,3690000,
44,d100,100,3700000,0.5472999811172485
44,d100,100,3710000,
44,d100,100,3720000,
44,d100,100,3730000,
44,d100,100,3740000,
44,d100,100,3750000,
44,d100,100,3760000,
44,d100,100,3770000,
44,d100,100,3780000,
44,d100,100,3790000,
44,d100,100,3800000,0.5572999715805054
44,d100,100,3810000,
44,d100,100,3820000,
44,d100,100,3830000,
44,d100,100,3840000,
44,d100,100,3850000,
44,d100,100,3860000,
44,d100,100,3870000,
44,d100,100,3880000,
44,d100,100,3890000,
44,d100,100,3900000,0.5662000179290771
44,d100,100,3910000,
44,d100,100,3920000,
44,d100,100,3930000,
44,d100,100,3940000,
44,d100,100,3950000,
44,d100,100,3960000,
44,d100,100,3970000,
44,d100,100,3980000,
44,d100,100,3990000,
44,d100,100,4000000,0.5590999722480774
44,d100,100,4010000,
44,d100,100,4020000,
44,d100,100,4030000,
44,d100,100,4040000,
44,d100,100,4050000,
44,d100,100,4060000,
44,d100,100,4070000,
44,d100,100,4080000,
44,d100,100,4090000,
44,d100,100,4100000,0.5587999820709229
44,d100,100,4110000,
44,d100,100,4120000,
44,d100,100,4130000,
44,d100,100,4140000,
44,d100,100,4150000,
44,d100,100,4160000,
44,d100,100,4170000,
44,d100,100,4180000,
44,d100,100,4190000,
44,d100,100,4200000,0.5909000039100647
44,d100,100,4210000,
44,d100,100,4220000,
44,d100,100,4230000,
44,d100,100,4240000,
44,d100,100,4250000,
44,d100,100,4260000,
44,d100,100,4270000,
44,d100,100,4280000,
44,d100,100,4290000,
44,d100,100,4300000,0.5784000158309937
44,d100,100,4310000,
44,d100,100,4320000,
44,d100,100,4330000,
44,d100,100,4340000,
44,d100,100,4350000,
44,d100,100,4360000,
44,d100,100,4370000,
44,d100,100,4380000,
44,d100,100,4390000,
44,d100,100,4400000,0.5860999822616577
44,d100,100,4410000,
44,d100,100,4420000,
44,d100,100,4430000,
44,d100,100,4440000,
44,d100,100,4450000,
44,d100,100,4460000,
44,d100,100,4470000,
44,d100,100,4480000,
44,d100,100,4490000,
44,d100,100,4500000,0.6140000224113464
44,d100,100,4510000,
44,d100,100,4520000,
44,d100,100,4530000,
44,d100,100,4540000,
44,d100,100,4550000,
44,d100,100,4560000,
44,d100,100,4570000,
44,d100,100,4580000,
44,d100,100,4590000,
44,d100,100,4600000,0.5963000059127808
44,d100,100,4610000,
44,d100,100,4620000,
44,d100,100,4630000,
44,d100,100,4640000,
44,d100,100,4650000,
44,d100,100,4660000,
44,d100,100,4670000,
44,d100,100,4680000,
44,d100,100,4690000,
44,d100,100,4700000,0.5882999897003174
44,d100,100,4710000,
44,d100,100,4720000,
44,d100,100,4730000,
44,d100,100,4740000,
44,d100,100,4750000,
44,d100,100,4760000,
44,d100,100,4770000,
44,d100,100,4780000,
44,d100,100,4790000,
44,d100,100,4800000,0.6186000108718872
44,d100,100,4810000,
44,d100,100,4820000,
44,d100,100,4830000,
44,d100,100,4840000,
44,d100,100,4850000,
44,d100,100,4860000,
44,d100,100,4870000,
44,d100,100,4880000,
44,d100,100,4890000,
44,d100,100,4900000,0.6205000281333923
44,d100,100,4910000,
44,d100,100,4920000,
44,d100,100,4930000,
44,d100,100,4940000,
44,d100,100,4950000,
44,d100,100,4960000,
44,d100,100,4970000,
44,d100,100,4980000,
44,d100,100,4990000,
44,d100,100,5000000,0.6251000165939331
45,d100,100,1,0.0
45,d100,100,10000,
45,d100,100,20000,
45,d100,100,30000,
45,d100,100,40000,
45,d100,100,50000,
45,d100,100,60000,
45,d100,100,70000,
45,d100,100,80000,
45,d100,100,90000,
45,d100,100,100000,9.999999747378752e-05
45,d100,100,110000,
45,d100,100,120000,
45,d100,100,130000,
45,d100,100,140000,
45,d100,100,150000,
45,d100,100,160000,
45,d100,100,170000,
45,d100,100,180000,
45,d100,100,190000,
45,d100,100,200000,0.0031999999191612005
45,d100,100,210000,
45,d100,100,220000,
45,d100,100,230000,
45,d100,100,240000,
45,d100,100,250000,
45,d100,100,260000,
45,d100,100,270000,
45,d100,100,280000,
45,d100,100,290000,
45,d100,100,300000,0.013500000350177288
45,d100,100,310000,
45,d100,100,320000,
45,d100,100,330000,
45,d100,100,340000,
45,d100,100,350000,
45,d100,100,360000,
45,d100,100,370000,
45,d100,100,380000,
45,d100,100,390000,
45,d100,100,400000,0.02250000089406967
45,d100,100,410000,
45,d100,100,420000,
45,d100,100,430000,
45,d100,100,440000,
45,d100,100,450000,
45,d100,100,460000,
45,d100,100,470000,
45,d100,100,480000,
45,d100,100,490000,
45,d100,100,500000,0.03550000116229057
45,d100,100,510000,
45,d100,100,520000,
45,d100,100,530000,
45,d100,100,540000,
45,d100,100,550000,
45,d100,100,560000,
45,d100,100,570000,
45,d100,100,580000,
45,d100,100,590000,
45,d100,100,600000,0.039799999445676804
45,d100,100,610000,
45,d100,100,620000,
45,d100,100,630000,
45,d100,100,640000,
45,d100,100,650000,
45,d100,100,660000,
45,d100,100,670000,
45,d100,100,680000,
45,d100,100,690000,
45,d100,100,700000,0.05590000003576279
45,d100,100,710000,
45,d100,100,720000,
45,d100,100,730000,
45,d100,100,740000,
45,d100,100,750000,
45,d100,100,760000,
45,d100,100,770000,
45,d100,100,780000,
45,d100,100,790000,
45,d100,100,800000,0.0674000009894371
45,d100,100,810000,
45,d100,100,820000,
45,d100,100,830000,
45,d100,100,840000,
45,d100,100,850000,
45,d100,100,860000,
45,d100,100,870000,
45,d100,100,880000,
45,d100,100,890000,
45,d100,100,900000,0.08330000191926956
45,d100,100,910000,
45,d100,100,920000,
45,d100,100,930000,
45,d100,100,940000,
45,d100,100,950000,
45,d100,100,960000,
45,d100,100,970000,
45,d100,100,980000,
45,d100,100,990000,
45,d100,100,1000000,0.09809999912977219
45,d100,100,1010000,
45,d100,100,1020000,
45,d100,100,1030000,
45,d100,100,1040000,
45,d100,100,1050000,
45,d100,100,1060000,
45,d100,100,1070000,
45,d100,100,1080000,
45,d100,100,1090000,
45,d100,100,1100000,0.10329999774694443
45,d100,100,1110000,
45,d100,100,1120000,
45,d100,100,1130000,
45,d100,100,1140000,
45,d100,100,1150000,
45,d100,100,1160000,
45,d100,100,1170000,
45,d100,100,1180000,
45,d100,100,1190000,
45,d100,100,1200000,0.13500000536441803
45,d100,100,1210000,
45,d100,100,1220000,
45,d100,100,1230000,
45,d100,100,1240000,
45,d100,100,1250000,
45,d100,100,1260000,
45,d100,100,1270000,
45,d100,100,1280000,
45,d100,100,1290000,
45,d100,100,1300000,0.16179999709129333
45,d100,100,1310000,
45,d100,100,1320000,
45,d100,100,1330000,
45,d100,100,1340000,
45,d100,100,1350000,
45,d100,100,1360000,
45,d100,100,1370000,
45,d100,100,1380000,
45,d100,100,1390000,
45,d100,100,1400000,0.18199999630451202
45,d100,100,1410000,
45,d100,100,1420000,
45,d100,100,1430000,
45,d100,100,1440000,
45,d100,100,1450000,
