seed,d,step,mem,fid,loss
42,10,1620000,,,1.830893874168396
42,10,1630000,,,1.7666585445404053
42,10,1640000,,,1.8355963230133057
42,10,1650000,,,1.6609010696411133
42,10,1660000,,,1.7970216274261475
42,10,1670000,,,1.7590904235839844
42,10,1680000,,,1.5192722082138062
42,10,1690000,,,1.7178014516830444
42,10,1700000,0.004600000102072954,86.18433312996495,1.8504445552825928
42,10,1710000,,,1.8073501586914062
42,10,1720000,,,1.762898325920105
42,10,1730000,,,1.6808481216430664
42,10,1740000,,,1.7808327674865723
42,10,1750000,,,1.843797206878662
42,10,1760000,,,1.8109838962554932
42,10,1770000,,,1.7002512216567993
42,10,1780000,,,1.8451125621795654
42,10,1790000,,,1.6792179346084595
42,10,1800000,0.005900000222027302,87.27247498089307,1.797924280166626
42,10,1810000,,,1.7739548683166504
42,10,1820000,,,1.5942213535308838
42,10,1830000,,,1.9001158475875854
42,10,1840000,,,1.6489616632461548
42,10,1850000,,,1.7592334747314453
42,10,1860000,,,1.6322531700134277
42,10,1870000,,,2.0120439529418945
42,10,1880000,,,1.4944684505462646
42,10,1890000,,,1.7875792980194092
42,10,1900000,0.004600000102072954,86.48171841722089,1.7629568576812744
42,10,1910000,,,1.6439614295959473
42,10,1920000,,,1.5927417278289795
42,10,1930000,,,1.8353924751281738
42,10,1940000,,,1.6735401153564453
42,10,1950000,,,1.837087631225586
42,10,1960000,,,1.7493318319320679
42,10,1970000,,,1.7350068092346191
42,10,1980000,,,1.7147448062896729
42,10,1990000,,,1.7707821130752563
42,10,2000000,0.004000000189989805,87.84811546240117,1.495232343673706
42,10,2010000,,,1.569483995437622
42,10,2020000,,,1.7823394536972046
42,10,2030000,,,1.711787223815918
42,10,2040000,,,1.807574987411499
42,10,2050000,,,1.7530800104141235
42,10,2060000,,,1.7082531452178955
42,10,2070000,,,1.6343835592269897
42,10,2080000,,,1.895486831665039
42,10,2090000,,,1.6146610975265503
42,10,2100000,0.004699999932199717,86.21216775830098,1.549074649810791
42,10,2110000,,,1.777857780456543
42,10,2120000,,,1.7114309072494507
42,10,2130000,,,1.7840254306793213
42,10,2140000,,,1.6307518482208252
42,10,2150000,,,1.5419232845306396
42,10,2160000,,,1.7895865440368652
42,10,2170000,,,1.6729121208190918
42,10,2180000,,,1.9296025037765503
42,10,2190000,,,1.608720064163208
42,10,2200000,0.0038999998942017555,85.73710200175309,1.6027095317840576
42,10,2210000,,,1.7070159912109375
42,10,2220000,,,1.7189743518829346
42,10,2230000,,,1.6078193187713623
42,10,2240000,,,1.7523599863052368
42,10,2250000,,,1.7059983015060425
42,10,2260000,,,1.6469471454620361
42,10,2270000,,,1.686624526977539
42,10,2280000,,,1.666001558303833
42,10,2290000,,,1.586341142654419
42,10,2300000,0.004999999888241291,87.20414735302589,1.655973196029663
42,10,2310000,,,1.7691919803619385
42,10,2320000,,,1.6599942445755005
42,10,2330000,,,1.5554664134979248
42,10,2340000,,,1.727771520614624
42,10,2350000,,,1.7359827756881714
42,10,2360000,,,1.7402987480163574
42,10,2370000,,,1.786512017250061
42,10,2380000,,,1.7099800109863281
42,10,2390000,,,1.5972020626068115
42,10,2400000,0.006399999838322401,87.48351916909644,1.7496627569198608
42,10,2410000,,,1.7288029193878174
42,10,2420000,,,1.6194208860397339
42,10,2430000,,,1.9339004755020142
42,10,2440000,,,1.859550952911377
42,10,2450000,,,1.5849789381027222
42,10,2460000,,,1.7560018301010132
42,10,2470000,,,1.494986653327942
42,10,2480000,,,1.5319223403930664
42,10,2490000,,,1.7179545164108276
42,10,2500000,0.005900000222027302,86.43869138423159,1.7155430316925049
42,10,2510000,,,1.4641923904418945
42,10,2520000,,,1.6648750305175781
42,10,2530000,,,1.6123343706130981
42,10,2540000,,,1.810288667678833
42,10,2550000,,,1.8762118816375732
42,10,2560000,,,1.8788857460021973
42,10,2570000,,,1.722856044769287
42,10,2580000,,,1.6280304193496704
42,10,2590000,,,1.6009697914123535
42,10,2600000,0.005900000222027302,87.4758502190092,1.6715856790542603
42,10,2610000,,,1.7605490684509277
42,10,2620000,,,1.671865701675415
42,10,2630000,,,1.5787674188613892
42,10,2640000,,,1.5495717525482178
42,10,2650000,,,1.7102711200714111
42,10,2660000,,,1.823443055152893
42,10,2670000,,,1.7261056900024414
42,10,2680000,,,1.4592478275299072
42,10,2690000,,,1.6704654693603516
42,10,2700000,0.006599999964237213,87.97488023073811,1.7423758506774902
42,10,2710000,,,1.5805068016052246
42,10,2720000,,,1.7370496988296509
42,10,2730000,,,1.8022253513336182
42,10,2740000,,,1.6492011547088623
42,10,2750000,,,1.6840109825134277
42,10,2760000,,,1.763022780418396
42,10,2770000,,,1.8236098289489746
42,10,2780000,,,1.5869489908218384
42,10,2790000,,,1.6853597164154053
42,10,2800000,0.004999999888241291,87.45926218480821,1.569122552871704
42,10,2810000,,,1.6062284708023071
42,10,2820000,,,1.612725019454956
42,10,2830000,,,1.780385971069336
42,10,2840000,,,1.6217432022094727
42,10,2850000,,,1.6895238161087036
42,10,2860000,,,1.772783637046814
42,10,2870000,,,1.843307375907898
42,10,2880000,,,1.6506311893463135
42,10,2890000,,,1.7517781257629395
42,10,2900000,0.00559999980032444,87.76899604984816,1.4889233112335205
42,10,2910000,,,1.6756027936935425
42,10,2920000,,,1.7803211212158203
42,10,2930000,,,1.812046766281128
42,10,2940000,,,1.6206989288330078
42,10,2950000,,,1.6499141454696655
42,10,2960000,,,1.5044434070587158
42,10,2970000,,,1.700290560722351
42,10,2980000,,,1.418823480606079
42,10,2990000,,,1.6399390697479248
42,10,3000000,0.004900000058114529,87.19308511309546,1.881971836090088
42,10,3010000,,,1.656227469444275
42,10,3020000,,,1.5645031929016113
42,10,3030000,,,1.7115023136138916
42,10,3040000,,,1.9239351749420166
42,10,3050000,,,1.498913049697876
42,10,3060000,,,1.695898175239563
42,10,3070000,,,1.6046713590621948
42,10,3080000,,,1.7215754985809326
42,10,3090000,,,1.591430902481079
42,10,3100000,0.006899999920278788,86.71658210052807,1.589284896850586
42,10,3110000,,,1.8143681287765503
42,10,3120000,,,1.5627620220184326
42,10,3130000,,,1.6630839109420776
42,10,3140000,,,1.4184268712997437
42,10,3150000,,,1.6594916582107544
42,10,3160000,,,1.581835150718689
42,10,3170000,,,1.592052936553955
42,10,3180000,,,1.8448783159255981
42,10,3190000,,,1.863643765449524
42,10,3200000,0.006200000178068876,86.73076895672389,1.7000954151153564
42,10,3210000,,,1.594710350036621
42,10,3220000,,,1.5885214805603027
42,10,3230000,,,1.8493961095809937
42,10,3240000,,,1.5971474647521973
42,10,3250000,,,1.5938715934753418
42,10,3260000,,,1.5862054824829102
42,10,3270000,,,1.8748881816864014
42,10,3280000,,,1.5962278842926025
42,10,3290000,,,1.791285753250122
42,10,3300000,0.004900000058114529,87.08818837515375,1.5603117942810059
42,10,3310000,,,1.4804531335830688
42,10,3320000,,,1.6814548969268799
42,10,3330000,,,1.655794620513916
42,10,3340000,,,1.747448444366455
42,10,3350000,,,1.7437020540237427
42,10,3360000,,,1.843717336654663
42,10,3370000,,,1.6449227333068848
42,10,3380000,,,1.7189207077026367
42,10,3390000,,,1.6759923696517944
42,10,3400000,0.00559999980032444,86.19553824979539,1.686617374420166
42,10,3410000,,,1.8503332138061523
42,10,3420000,,,1.764748215675354
42,10,3430000,,,1.6898303031921387
42,10,3440000,,,1.7566568851470947
42,10,3450000,,,1.6935508251190186
42,10,3460000,,,1.6695382595062256
42,10,3470000,,,1.6065142154693604
42,10,3480000,,,1.8063218593597412
42,10,3490000,,,1.732858657836914
42,10,3500000,0.004900000058114529,86.4849406037969,1.7531400918960571
42,10,3510000,,,1.8081681728363037
42,10,3520000,,,1.6708457469940186
42,10,3530000,,,1.7131807804107666
42,10,3540000,,,1.6945539712905884
42,10,3550000,,,1.770796775817871
42,10,3560000,,,1.591928482055664
42,10,3570000,,,1.7924139499664307
42,10,3580000,,,1.6502130031585693
42,10,3590000,,,1.600906252861023
42,10,3600000,0.005200000014156103,87.40821776251968,1.7558157444000244
42,10,3610000,,,1.6736657619476318
42,10,3620000,,,1.5694019794464111
42,10,3630000,,,1.4752168655395508
42,10,3640000,,,1.7131396532058716
42,10,3650000,,,1.6371961832046509
42,10,3660000,,,1.5627353191375732
42,10,3670000,,,1.5833282470703125
42,10,3680000,,,1.9370746612548828
42,10,3690000,,,1.7450363636016846
42,10,3700000,0.006200000178068876,87.05841120467659,1.6562631130218506
42,10,3710000,,,1.4745838642120361
42,10,3720000,,,1.5370984077453613
42,10,3730000,,,1.6127443313598633
42,10,3740000,,,1.6698689460754395
42,10,3750000,,,1.4186480045318604
42,10,3760000,,,1.8189191818237305
42,10,3770000,,,1.8446943759918213
42,10,3780000,,,1.6309623718261719
42,10,3790000,,,1.6233272552490234
42,10,3800000,0.00559999980032444,86.19041148087732,1.6909343004226685
42,10,3810000,,,1.7905794382095337
42,10,3820000,,,1.76638925075531
42,10,3830000,,,1.686722993850708
42,10,3840000,,,1.8623720407485962
42,10,3850000,,,1.5158058404922485
42,10,3860000,,,1.7111505270004272
42,10,3870000,,,1.6175005435943604
42,10,3880000,,,1.6711190938949585
42,10,3890000,,,1.5927748680114746
42,10,3900000,0.006399999838322401,86.86096778159538,1.6876587867736816
42,10,3910000,,,1.680450439453125
42,10,3920000,,,1.6101633310317993
42,10,3930000,,,1.7121376991271973
42,10,3940000,,,1.6548607349395752
42,10,3950000,,,1.7042300701141357
42,10,3960000,,,1.8723407983779907
42,10,3970000,,,1.6293230056762695
42,10,3980000,,,1.6794300079345703
42,10,3990000,,,1.6967992782592773
42,10,4000000,0.006000000052154064,87.82684111663043,1.8116183280944824
42,10,4010000,,,1.7882256507873535
42,10,4020000,,,1.7619316577911377
42,10,4030000,,,1.5323312282562256
42,10,4040000,,,1.5398979187011719
42,10,4050000,,,1.8658641576766968
42,10,4060000,,,1.7373594045639038
42,10,4070000,,,1.8941411972045898
42,10,4080000,,,1.9421930313110352
42,10,4090000,,,1.5588780641555786
42,10,4100000,0.004999999888241291,87.02541068064397,1.7563931941986084
42,10,4110000,,,1.6441049575805664
42,10,4120000,,,1.7338917255401611
42,10,4130000,,,1.8543791770935059
42,10,4140000,,,1.7210822105407715
42,10,4150000,,,1.6647694110870361
42,10,4160000,,,1.5029449462890625
42,10,4170000,,,1.768452525138855
42,10,4180000,,,1.6223011016845703
42,10,4190000,,,1.7447335720062256
42,10,4200000,0.005499999970197678,86.70638019545471,1.9494792222976685
42,10,4210000,,,1.7586169242858887
42,10,4220000,,,1.7872283458709717
42,10,4230000,,,1.7358169555664062
42,10,4240000,,,1.7179291248321533
42,10,4250000,,,1.7809691429138184
42,10,4260000,,,1.8990721702575684
42,10,4270000,,,1.7044339179992676
42,10,4280000,,,1.5761535167694092
42,10,4290000,,,1.6444727182388306
42,10,4300000,0.006599999964237213,86.57516208223106,1.7031910419464111
42,10,4310000,,,1.6850099563598633
42,10,4320000,,,1.8228003978729248
42,10,4330000,,,1.483659029006958
42,10,4340000,,,1.6664047241210938
42,10,4350000,,,1.667576551437378
42,10,4360000,,,1.841247320175171
42,10,4370000,,,1.7854934930801392
42,10,4380000,,,1.5860862731933594
42,10,4390000,,,1.716388463973999
42,10,4400000,0.005499999970197678,86.25418188991773,1.6699362993240356
42,10,4410000,,,1.4577386379241943
42,10,4420000,,,1.8046778440475464
42,10,4430000,,,1.6100945472717285
42,10,4440000,,,1.7292776107788086
42,10,4450000,,,1.564096212387085
42,10,4460000,,,1.8020961284637451
42,10,4470000,,,1.5953724384307861
42,10,4480000,,,1.7698489427566528
42,10,4490000,,,1.7182159423828125
42,10,4500000,0.00570000009611249,86.184977084243,1.7394850254058838
42,10,4510000,,,1.5744465589523315
42,10,4520000,,,1.8625092506408691
42,10,4530000,,,1.6329021453857422
42,10,4540000,,,1.562523603439331
42,10,4550000,,,1.5355594158172607
42,10,4560000,,,1.554226279258728
42,10,4570000,,,1.569752812385559
42,10,4580000,,,1.7968971729278564
42,10,4590000,,,1.6812666654586792
42,10,4600000,0.005200000014156103,87.9320056241127,1.6761878728866577
42,10,4610000,,,1.7753629684448242
42,10,4620000,,,1.6712987422943115
42,10,4630000,,,1.7697234153747559
42,10,4640000,,,1.7427911758422852
42,10,4650000,,,1.8346682786941528
42,10,4660000,,,1.8096230030059814
42,10,4670000,,,1.7790577411651611
42,10,4680000,,,1.7086732387542725
42,10,4690000,,,1.5802288055419922
42,10,4700000,0.006099999882280827,86.9797740629798,1.8845511674880981
42,10,4710000,,,1.6684253215789795
42,10,4720000,,,1.6348743438720703
42,10,4730000,,,1.7576813697814941
42,10,4740000,,,1.7551579475402832
42,10,4750000,,,1.7818188667297363
42,10,4760000,,,1.6247355937957764
42,10,4770000,,,1.6754388809204102
42,10,4780000,,,1.8117027282714844
42,10,4790000,,,1.6540237665176392
42,10,4800000,0.004699999932199717,87.3757270532474,1.7620244026184082
42,10,4810000,,,1.7837097644805908
42,10,4820000,,,1.7708303928375244
42,10,4830000,,,1.6778643131256104
42,10,4840000,,,1.7134101390838623
42,10,4850000,,,1.7320632934570312
42,10,4860000,,,1.8443593978881836
42,10,4870000,,,1.793858528137207
42,10,4880000,,,1.7237985134124756
42,10,4890000,,,1.644964337348938
42,10,4900000,0.007000000216066837,87.43893193484726,1.6461554765701294
42,10,4910000,,,1.642371416091919
42,10,4920000,,,1.5920825004577637
42,10,4930000,,,1.710377812385559
42,10,4940000,,,1.672329068183899
42,10,4950000,,,1.4850597381591797
42,10,4960000,,,1.619715929031372
42,10,4970000,,,1.6634671688079834
42,10,4980000,,,1.7205426692962646
42,10,4990000,,,1.535690188407898
42,10,5000000,0.004600000102072954,87.23967058996831,1.677005648612976
42,100,1,0.0,288.89431755460987,101.26298522949219
42,100,10000,,,19.780120849609375
42,100,20000,,,17.090045928955078
42,100,30000,,,15.339700698852539
42,100,40000,,,12.773699760437012
42,100,50000,,,11.136764526367188
42,100,60000,,,10.192533493041992
42,100,70000,,,10.600217819213867
42,100,80000,,,9.12514877319336
42,100,90000,,,8.874536514282227
42,100,100000,0.00019999999494757503,58.603671080357614,8.667147636413574
42,100,110000,,,7.830379486083984
42,100,120000,,,7.825864315032959
42,100,130000,,,7.862730979919434
42,100,140000,,,7.807977676391602
42,100,150000,,,7.202083587646484
42,100,160000,,,6.853366851806641
42,100,170000,,,7.210666656494141
42,100,180000,,,7.098507404327393
42,100,190000,,,7.1113128662109375
42,100,200000,0.012500000186264515,59.14177293663295,7.063618183135986
42,100,210000,,,6.703722953796387
42,100,220000,,,6.390257835388184
42,100,230000,,,6.649133682250977
42,100,240000,,,6.548519134521484
42,100,250000,,,6.408679485321045
42,100,260000,,,6.530109405517578
42,100,270000,,,6.317525863647461
42,100,280000,,,6.275092124938965
42,100,290000,,,6.32874870300293
42,100,300000,0.03200000151991844,55.351492912517585,5.967677116394043
42,100,310000,,,6.107476234436035
42,100,320000,,,6.192397117614746
42,100,330000,,,5.789743900299072
42,100,340000,,,5.942503929138184
42,100,350000,,,5.983880519866943
42,100,360000,,,6.038164138793945
42,100,370000,,,5.986839294433594
42,100,380000,,,6.348967552185059
42,100,390000,,,5.58522891998291
42,100,400000,0.05950000137090683,54.2836296478408,5.902395248413086
42,100,410000,,,5.568195343017578
42,100,420000,,,5.703529357910156
42,100,430000,,,6.0430121421813965
42,100,440000,,,5.84780216217041
42,100,450000,,,5.674629211425781
42,100,460000,,,5.806013107299805
42,100,470000,,,5.806600570678711
42,100,480000,,,5.858904838562012
42,100,490000,,,5.573218822479248
42,100,500000,0.0706000030040741,53.06895160936746,5.594114303588867
42,100,510000,,,5.856684684753418
42,100,520000,,,5.606513500213623
42,100,530000,,,5.561503887176514
42,100,540000,,,5.535578727722168
42,100,550000,,,5.34887170791626
42,100,560000,,,5.407771110534668
42,100,570000,,,5.150243759155273
42,100,580000,,,5.547397613525391
42,100,590000,,,5.399909496307373
42,100,600000,0.09520000219345093,53.111928139972015,5.816904067993164
42,100,610000,,,5.382208824157715
42,100,620000,,,5.516777038574219
42,100,630000,,,5.54013729095459
42,100,640000,,,5.352890491485596
42,100,650000,,,5.004333019256592
42,100,660000,,,5.475423812866211
42,100,670000,,,5.061033248901367
42,100,680000,,,5.2122297286987305
42,100,690000,,,5.508381366729736
42,100,700000,0.12060000002384186,50.95611302800655,5.303699493408203
42,100,710000,,,5.1121721267700195
42,100,720000,,,5.1841230392456055
42,100,730000,,,5.338905334472656
42,100,740000,,,5.312046051025391
42,100,750000,,,4.983548641204834
42,100,760000,,,5.159744739532471
42,100,770000,,,5.142796993255615
42,100,780000,,,5.305777072906494
42,100,790000,,,5.257965087890625
42,100,800000,0.1509000062942505,51.73189791076902,5.0904412269592285
42,100,810000,,,5.073893070220947
42,100,820000,,,4.973512172698975
42,100,830000,,,5.048435211181641
42,100,840000,,,5.171509742736816
42,100,850000,,,5.006947994232178
42,100,860000,,,5.089890956878662
42,100,870000,,,4.871712684631348
42,100,880000,,,4.998747825622559
42,100,890000,,,5.117035865783691
42,100,900000,0.19349999725818634,49.76030266090184,4.941830635070801
42,100,910000,,,5.012224197387695
42,100,920000,,,5.274930953979492
42,100,930000,,,4.966789245605469
42,100,940000,,,4.720823287963867
42,100,950000,,,4.864018440246582
42,100,960000,,,4.975838661193848
42,100,970000,,,4.782191276550293
42,100,980000,,,4.845836162567139
42,100,990000,,,4.866973400115967
42,100,1000000,0.20350000262260437,51.40762425668497,4.747948169708252
42,100,1010000,,,4.741037368774414
42,100,1020000,,,4.51606559753418
42,100,1030000,,,4.842376708984375
42,100,1040000,,,4.579122066497803
42,100,1050000,,,5.428621292114258
42,100,1060000,,,4.69096565246582
42,100,1070000,,,4.70703649520874
42,100,1080000,,,4.484625816345215
42,100,1090000,,,4.947956562042236
42,100,1100000,0.2655999958515167,47.747965042350785,4.493683815002441
42,100,1110000,,,4.8457841873168945
42,100,1120000,,,4.627774238586426
42,100,1130000,,,4.5321760177612305
42,100,1140000,,,4.671290397644043
42,100,1150000,,,4.640895843505859
42,100,1160000,,,4.404209136962891
42,100,1170000,,,4.49552059173584
42,100,1180000,,,4.864766597747803
42,100,1190000,,,4.519748210906982
42,100,1200000,0.28839999437332153,46.83255744326719,4.2426676750183105
42,100,1210000,,,4.45884895324707
42,100,1220000,,,4.517844200134277
42,100,1230000,,,4.520141124725342
42,100,1240000,,,4.419429779052734
42,100,1250000,,,4.575662612915039
42,100,1260000,,,4.741707801818848
42,100,1270000,,,4.489152908325195
42,100,1280000,,,4.393235206604004
42,100,1290000,,,4.476623058319092
42,100,1300000,0.32839998602867126,46.15091380585407,4.40336799621582
42,100,1310000,,,4.1963791847229
42,100,1320000,,,4.483989238739014
42,100,1330000,,,4.523055553436279
42,100,1340000,,,4.587267875671387
42,100,1350000,,,4.239306449890137
42,100,1360000,,,4.4029998779296875
42,100,1370000,,,4.331939697265625
42,100,1380000,,,4.338379859924316
42,100,1390000,,,4.587183475494385
42,100,1400000,0.375900000333786,46.70623014608991,3.9629011154174805
42,100,1410000,,,4.305743217468262
42,100,1420000,,,4.125776290893555
42,100,1430000,,,4.494592666625977
42,100,1440000,,,4.174249172210693
42,100,1450000,,,4.0112762451171875
42,100,1460000,,,4.1676025390625
42,100,1470000,,,4.715742111206055
42,100,1480000,,,4.3824238777160645
42,100,1490000,,,4.346746444702148
42,100,1500000,0.4108999967575073,46.5344705313665,4.381721496582031
42,100,1510000,,,4.360783100128174
42,100,1520000,,,4.336688041687012
42,100,1530000,,,4.068212032318115
42,100,1540000,,,4.222883224487305
42,100,1550000,,,4.087749004364014
42,100,1560000,,,4.239553451538086
42,100,1570000,,,4.148031234741211
42,100,1580000,,,3.990236520767212
42,100,1590000,,,4.449284076690674
42,100,1600000,0.4584999978542328,44.114109244577804,4.135651588439941
42,100,1610000,,,4.057496547698975
42,100,1620000,,,4.017566204071045
42,100,1630000,,,4.268144607543945
42,100,1640000,,,3.9350638389587402
42,100,1650000,,,3.740703582763672
42,100,1660000,,,4.140597343444824
42,100,1670000,,,4.492099761962891
42,100,1680000,,,4.036214351654053
42,100,1690000,,,4.143363952636719
42,100,1700000,0.499099999666214,42.450596543237545,4.135141372680664
42,100,1710000,,,3.93019437789917
42,100,1720000,,,4.012289524078369
42,100,1730000,,,4.252013683319092
42,100,1740000,,,4.122904300689697
42,100,1750000,,,4.203829765319824
42,100,1760000,,,4.327844619750977
42,100,1770000,,,3.98793888092041
42,100,1780000,,,4.351945877075195
42,100,1790000,,,4.072275161743164
42,100,1800000,0.5270000100135803,42.910644988856966,4.18414306640625
42,100,1810000,,,3.575568199157715
42,100,1820000,,,4.004655838012695
42,100,1830000,,,4.391469478607178
42,100,1840000,,,4.02562141418457
42,100,1850000,,,3.9460716247558594
42,100,1860000,,,4.189037322998047
42,100,1870000,,,3.9669699668884277
42,100,1880000,,,4.091902256011963
42,100,1890000,,,3.892235517501831
42,100,1900000,0.5465999841690063,42.0647063740011,4.124399185180664
42,100,1910000,,,4.042478084564209
42,100,1920000,,,3.774624824523926
42,100,1930000,,,3.886667251586914
42,100,1940000,,,3.4585890769958496
42,100,1950000,,,4.058740615844727
42,100,1960000,,,3.934422492980957
42,100,1970000,,,3.7169885635375977
42,100,1980000,,,4.238776683807373
42,100,1990000,,,3.720733165740967
42,100,2000000,0.5709999799728394,42.62071839491209,3.729818105697632
42,100,2010000,,,4.096208572387695
42,100,2020000,,,3.969482183456421
42,100,2030000,,,3.929455280303955
