d_lat,d_int,seed,hidden,sigma_noise,step,is_final,test_loss,train_loss,C,C_per_dim,corrected_error,corrected_error_per_dim,corrected_error_per_dim_popC,logged_score_error_BUGGY,C_bug_per_dim,mismatch_per_dim,memorization_fraction
10,5,42,80,0.5,1,0,1.0054271697998047,0.985870361328125,38.7938232421875,3.87938232421875,16.672130683926525,1.6672130683926525,1.6838733772305432,2.1256668090820314,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,50000,0,0.7203551769256592,0.7044476509094239,38.7938232421875,3.87938232421875,0.9456907215658319,0.0945690721565832,0.11122938099447381,0.9509971618652344,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,100000,0,0.7234236717224121,0.6730789184570313,38.7938232421875,3.87938232421875,1.114969010567215,0.1114969010567215,0.12815720989461213,0.9500213623046875,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,150000,0,0.7304642200469971,0.6592719078063964,38.7938232421875,3.87938232421875,1.5033718116012977,0.15033718116012978,0.1669974899980204,0.9608457565307618,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,200000,0,0.7370200157165527,0.6656192779541016,38.7938232421875,3.87938232421875,1.8650324783097503,0.18650324783097502,0.20316355666886565,0.9849710464477539,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,250000,0,0.7424648761749267,0.6338775157928467,38.7938232421875,3.87938232421875,2.1654066758544914,0.21654066758544915,0.23320097642333976,0.9998186111450196,4.638887023925781,0.7630242347717285,0.00019999999494757503
10,5,42,80,0.5,300000,0,0.7529767990112305,0.648547887802124,38.7938232421875,3.87938232421875,2.7453132521104138,0.2745313252110414,0.291191634048932,1.0675115585327148,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,350000,0,0.7616514205932617,0.631991195678711,38.7938232421875,3.87938232421875,3.223862246455994,0.3223862246455994,0.33904653348349,1.1253877639770509,4.638887023925781,0.7630242347717285,0.0
10,5,42,80,0.5,400000,0,0.7667317390441895,0.6438697338104248,38.7938232421875,3.87938232421875,3.504125917056072,0.35041259170560723,0.36707290054349784,1.1301443099975585,4.638887023925781,0.7630242347717285,0.00019999999494757503
10,5,42,80,0.5,450000,0,0.7737053871154785,0.5955374240875244,38.7938232421875,3.87938232421875,3.8888380615429483,0.38888380615429485,0.40554411499218546,1.1862850189208984,4.638887023925781,0.7630242347717285,0.00019999999494757503
